Značka,Model,Objem (l),Najeté km,Cena,Palivo,Převodovka,Výkon (kW),Stari
Volkswagen,Arteon Shooting Brake,2.0,32217,977000,Benzin,Automaticka,235,3
BMW,X1,1.5,9800,978000,Benzin,Automaticka,100,1
Citroen,Spacetourer,2.0,1,978000,Nafta,Manualni,110,1
BMW,Rada 5,3.0,101947,979000,Nafta,Automaticka,210,4
MercedesBenz,Cla,1.3,26228,979000,Benzin,Automaticka,118,3
Subaru,Forester,2.0,15000,979000,Benzin,Automaticka,110,1
BMW,Rada 1,1.5,1,979000,Benzin,Automaticka,125,1
BMW,X5,3.0,107146,979000,Nafta,Automaticka,280,7
MercedesBenz,Glc,2.0,74000,979000,Nafta,Automaticka,143,3
Audi,A6 Allroad,3.0,79939,979000,Hybridni,Automaticka,210,6
Citroen,C5 X,1.6,6000,979000,Hybridni,Automaticka,165,3
MercedesBenz,Tridy E,2.0,73535,979000,Nafta,Automaticka,143,5
Volvo,Xc60,2.0,36900,979900,Benzin,Automaticka,145,3
Kia,Sorento,2.2,96034,979900,Nafta,Automaticka,148,5
Nissan,X Trail,1.5,20,979900,Hybridni,Automaticka,160,2
Toyota,Rav4,2.5,15049,979900,Hybridni,Automaticka,163,1
Audi,A8,3.0,148000,979990,Nafta,Automaticka,210,6
Audi,A8,3.0,116000,979990,Nafta,Automaticka,210,7
Nissan,X Trail,1.5,10,979990,Benzin,Automaticka,157,0
Jeep,Wrangler,2.1,104993,979990,Nafta,Automaticka,147,6
BMW,Rada 5,3.0,106934,979999,Benzin,Automaticka,245,4
Peugeot,5008,1.2,2,980000,Benzin,Automaticka,100,0
Subaru,Crosstrek,2.0,10,980000,Hybridni,Automaticka,100,0
Renault,Trafic,2.0,16709,980000,Nafta,Manualni,110,1
Mini,Countryman,2.0,26194,980000,Benzin,Automaticka,225,1
Subaru,Forester,2.0,12,980000,Hybridni,Automaticka,100,0
Peugeot,408,1.2,2000,980000,Hybridni,Automaticka,133,1
Mazda,Cx 60,2.5,2200,980000,Hybridni,Automaticka,141,3
Audi,Q5,2.0,7921,980000,Hybridni,Automaticka,220,4
Audi,Q3,2.0,19693,980100,Benzin,Automaticka,140,3
BMW,X3,3.0,80343,980100,Nafta,Automaticka,210,4
Ford,S Max,2.5,19600,980100,Hybridni,Automaticka,110,2
Honda,Zr V,2.0,9,982600,Hybridni,Automaticka,135,0
Honda,Cr V,2.0,11,982700,Benzin,Automaticka,135,0
Volvo,Xc60,2.0,44700,984900,Nafta,Automaticka,145,3
Volvo,Xc90,2.0,103364,984999,Hybridni,Automaticka,223,6
Renault,Trafic,2.0,100,985000,Nafta,Manualni,110,1
BMW,Rada 5,2.0,117000,985000,Nafta,Automaticka,140,4
Honda,Cr V,2.0,10,985000,Hybridni,Automaticka,135,0
Renault,Espace,1.2,0,985000,Hybridni,Automaticka,147,0
Subaru,Outback,2.5,0,985000,Benzin,Automaticka,124,0
Seat,Ateca,2.0,4100,985000,Nafta,Automaticka,110,2
MercedesBenz,Cla,1.3,66500,985000,Hybridni,Automaticka,118,4
MercedesBenz,Tridy E,2.0,47700,985000,Benzin,Automaticka,145,5
Toyota,C Hr,2.0,0,987400,Hybridni,Automaticka,145,2
Seat,Tarraco,2.0,8346,987900,Nafta,Automaticka,110,2
Mazda,Cx 30,2.0,5,988190,Benzin,Automaticka,137,1
Ford,Kuga,2.5,1,988500,Hybridni,Automaticka,134,0
BMW,Rada 4,3.0,54527,989000,Nafta,Automaticka,230,8
Subaru,Outback,2.5,29000,989000,Benzin,Automaticka,124,3
Volvo,Xc60,2.0,19200,989000,Nafta,Automaticka,145,2
Skoda,Superb,2.0,6738,989000,Nafta,Automaticka,110,1
MercedesBenz,Vito,2.0,82000,989000,Nafta,Automaticka,174,4
Toyota,Proace Verso,2.0,15836,989000,Nafta,Manualni,106,2
Toyota,Rav4,2.5,28139,989000,Hybridni,Automaticka,163,1
Subaru,Outback,2.5,0,989000,Benzin,Automaticka,124,0
Volkswagen,Tiguan Allspace,2.0,28099,989000,Benzin,Automaticka,140,3
Audi,Q5,2.0,17790,989000,Benzin,Automaticka,195,4
Toyota,Prius,2.0,5000,989900,Hybridni,Automaticka,164,1
Toyota,Rav4,2.5,3005,989900,Benzin,Automaticka,163,1
Mg,Hs,1.5,5000,989900,Hybridni,Automaticka,200,1
Volvo,Xc40,2.0,5,989900,Benzin,Automaticka,120,0
Volvo,Xc60,2.0,20050,989900,Nafta,Automaticka,145,2
Porsche,911,3.6,110000,989990,Benzin,Automaticka,239,19
Nissan,X Trail,1.5,3,989991,Benzin,Automaticka,116,0
Volvo,Xc90,2.0,140653,989999,Nafta,Automaticka,173,4
Subaru,Forester,2.0,12,990000,Hybridni,Automaticka,109,1
BMW,X4,2.0,81964,990000,Benzin,Automaticka,185,6
Volkswagen,Golf,2.0,23593,990000,Benzin,Automaticka,235,4
Volkswagen,Touareg,3.0,130500,990000,Nafta,Automaticka,210,6
Porsche,Cayenne,3.0,290000,990000,Benzin,Automaticka,250,6
MercedesBenz,Tridy S,3.0,74147,990000,Nafta,Automaticka,190,10
Ford,Tourneo Custom,2.0,103000,990000,Nafta,Automaticka,136,3
Opel,Astra,1.6,5,990900,Hybridni,Automaticka,165,0
Mazda,Cx 5,2.5,19590,990990,Nafta,Automaticka,143,1
Audi,A6 Allroad,3.0,98000,990990,Nafta,Automaticka,210,5
Subaru,Crosstrek,2.0,12,992000,Benzin,Automaticka,100,0
Subaru,Crosstrek,2.0,10,992000,Hybridni,Automaticka,100,0
Subaru,Crosstrek,2.0,0,992000,Hybridni,Automaticka,100,0
Subaru,Forester,2.0,2000,992000,Benzin,Automaticka,100,0
Subaru,Crosstrek,2.0,12,992000,Hybridni,Automaticka,100,0
MercedesBenz,Gls,3.0,201000,992200,Nafta,Automaticka,190,8
Audi,A7,3.0,81000,992200,Benzin,Automaticka,250,7
Ford,Kuga,2.5,15,992300,Hybridni,Automaticka,134,0
Ford,Kuga,2.5,1,992500,Hybridni,Automaticka,134,0
Renault,Trafic,2.0,0,993240,Nafta,Manualni,110,0
Mitsubishi,Eclipse Cross,2.4,4,993900,Hybridni,Automaticka,138,1
Subaru,Forester,2.0,0,995000,Benzin,Automaticka,100,0
Audi,Sq7,4.0,115000,995000,Nafta,Automaticka,320,8
Audi,Q5,2.0,40786,995830,Nafta,Automaticka,150,3
Ford,Ranger,2.0,3,996556,Nafta,Manualni,125,0
Renault,Trafic,2.0,10,996960,Nafta,Manualni,110,0
Subaru,Forester,2.0,0,997000,Benzin,Automaticka,100,1
Subaru,Forester,2.0,11,997000,Hybridni,Automaticka,124,0
Subaru,Forester,2.0,1,997000,Hybridni,Automaticka,100,0
Subaru,Forester,2.0,6,997000,Hybridni,Automaticka,100,0
Subaru,Forester,2.0,10,997000,Benzin,Automaticka,100,0
Subaru,Forester,2.0,0,997000,Benzin,Automaticka,100,0
Subaru,Forester,2.0,11,997000,Hybridni,Automaticka,100,0
Subaru,Wrx Sti,2.5,39200,997300,Benzin,Manualni,221,7
BMW,Rada 3,2.0,33684,998000,Hybridni,Automaticka,215,3
Volkswagen,Tiguan Allspace,2.0,17097,998000,Nafta,Automaticka,110,2
Subaru,Forester,2.0,10,998000,Hybridni,Automaticka,110,1
Audi,A7,2.0,101512,998000,Nafta,Automaticka,150,4
Seat,Tarraco,2.0,40545,998000,Nafta,Automaticka,147,2
Kia,Sorento,2.2,63772,998000,Nafta,Automaticka,142,2
Citroen,Spacetourer,2.0,5,998129,Nafta,Automaticka,130,0
Hyundai,Palisade,2.2,56700,998997,Nafta,Automaticka,147,5
MercedesBenz,Glb,2.0,56871,998999,Nafta,Automaticka,110,2
Toyota,Hilux,2.8,130885,998999,Nafta,Automaticka,150,3
Subaru,Outback,2.5,41000,999000,Benzin,Automaticka,124,3
Audi,A6 Avant,3.0,95512,999000,Nafta,Automaticka,180,3
Audi,A8,3.0,119600,999000,Nafta,Automaticka,210,7
Subaru,Forester,2.0,10,999000,Hybridni,Automaticka,110,1
Porsche,Cayenne,4.8,157000,999000,Benzin,Automaticka,387,8
Peugeot,3008,1.6,0,999000,Hybridni,Automaticka,110,0
BMW,Rada 5,2.0,14730,999000,Nafta,Automaticka,140,3
Audi,Q3,2.0,29811,999000,Nafta,Automaticka,147,2
Subaru,Outback,2.5,5500,999000,Benzin,Automaticka,124,2
Subaru,Outback,2.5,22000,999000,Benzin,Automaticka,124,1
Renault,Trafic,2.0,0,999000,Nafta,Manualni,125,1
Volvo,Xc60,2.0,55000,999000,Benzin,Automaticka,194,5
Subaru,Outback,2.5,60170,999000,Benzin,Automaticka,124,2
Subaru,Outback,2.5,0,999000,Benzin,Automaticka,124,0
MercedesBenz,Cla,2.0,86080,999000,Benzin,Automaticka,310,5
Toyota,Yaris,1.6,70268,999000,Benzin,Manualni,192,4
Subaru,Outback,2.5,50,999000,Benzin,Automaticka,124,0
Toyota,Highlander,2.5,124323,999000,Hybridni,Automaticka,182,4
Toyota,Gr Yaris,1.6,2,999000,Benzin,Manualni,192,1
Honda,Cr V,2.0,20,999000,Hybridni,Automaticka,135,0
BMW,X5,3.0,84000,999000,Benzin,Automaticka,250,6
BMW,Rada 5,3.0,94239,999000,Nafta,Automaticka,294,7
BMW,Rada 5,2.0,60000,999000,Benzin,Automaticka,185,5
Mini,Countryman,1.5,18163,999000,Benzin,Automaticka,125,1
Audi,A6 Allroad,3.0,64643,999000,Nafta,Automaticka,180,4
Mazda,Cx 60,3.3,6500,999000,Nafta,Automaticka,187,2
Subaru,Outback,2.5,36200,999000,Benzin,Automaticka,124,3
Volkswagen,Tiguan,2.0,9672,999000,Nafta,Automaticka,110,1
Nissan,X Trail,1.5,5,999800,Benzin,Automaticka,157,1
Honda,Cr V,2.0,12,999800,Benzin,Automaticka,135,0
Nissan,X Trail,1.5,2,999890,Benzin,Automaticka,157,1
Honda,Cr V,2.0,15,999900,Hybridni,Automaticka,134,0
BMW,Rada 4,2.0,52700,999900,Nafta,Automaticka,140,3
Kia,Sorento,1.6,39100,999900,Hybridni,Automaticka,176,2
Volvo,V60,2.0,31000,999900,Nafta,Automaticka,145,2
BMW,X5,3.0,128970,999900,Nafta,Automaticka,195,6
Ford,Tourneo Custom,2.0,59000,999900,Nafta,Automaticka,136,3
Mg,Hs,1.5,5000,999900,Hybridni,Automaticka,200,0
Volvo,Xc60,2.0,23450,999900,Nafta,Automaticka,145,3
Ford,Tourneo Custom,2.0,29400,999900,Nafta,Manualni,110,2
Ford,Galaxy,2.5,48155,999900,Hybridni,Automaticka,140,3
Volvo,Xc60,2.0,25722,999900,Nafta,Automaticka,145,2
Volvo,Xc60,2.0,22850,999900,Nafta,Automaticka,145,2
Jeep,Wrangler,2.0,51000,999900,Benzin,Automaticka,200,6
Porsche,Cayenne,3.0,179504,999900,Nafta,Automaticka,193,9
Citroen,Spacetourer,2.0,2,999900,Nafta,Automaticka,130,0
Skoda,Superb,2.0,25720,999900,Nafta,Automaticka,147,2
BMW,X3,2.0,55185,999900,Benzin,Automaticka,135,4
Audi,A5,2.0,79800,999900,Benzin,Automaticka,180,5
Mazda,Cx 60,2.5,25590,999900,Hybridni,Automaticka,241,2
Mazda,Cx 60,2.5,43704,999990,Hybridni,Automaticka,141,2
BMW,M4,3.0,115000,999990,Benzin,Automaticka,317,11
Peugeot,5008,1.2,1,999990,Hybridni,Automaticka,110,0
Mazda,Mx 5,1.5,0,999990,Benzin,Manualni,97,0
Porsche,Cayenne,3.0,145221,999990,Nafta,Automaticka,184,7
Mazda,Cx 9,2.5,45600,999998,Benzin,Automaticka,186,4
BMW,Rada 6,3.0,59447,999998,Benzin,Automaticka,245,4
Subaru,Wrx Sti,2.5,19986,999999,Benzin,Manualni,221,6
Subaru,Outback,2.5,57400,999999,Benzin,Automaticka,124,3
BMW,X4,2.0,118992,999999,Nafta,Automaticka,140,3
MercedesBenz,Gle,2.9,148000,999999,Nafta,Automaticka,243,4
Volvo,Xc90,2.0,145616,999999,Nafta,Automaticka,173,4
Audi,Q7,3.0,95168,999999,Nafta,Automaticka,170,5
Volvo,V90,2.0,63394,999999,Nafta,Automaticka,173,3
BMW,Rada 4,3.0,98032,999999,Benzin,Automaticka,240,5
Porsche,Cayenne,3.6,94000,999999,Benzin,Automaticka,324,10
Toyota,Gr Yaris,1.6,20212,1000000,Benzin,Manualni,192,3
Ford,Ranger,2.0,20301,1000000,Nafta,Automaticka,151,2
Audi,A7,3.0,142576,1000000,Benzin,Automaticka,250,4
Skoda,Kodiaq,2.0,33414,1000000,Benzin,Automaticka,140,2
Volvo,Xc90,2.0,88900,1000000,Nafta,Automaticka,173,6
Skoda,Kodiaq,2.0,55711,1000000,Benzin,Automaticka,180,3
Skoda,Kodiaq,2.0,65194,1000000,Benzin,Automaticka,180,3
BMW,X4,2.0,70000,1000000,Benzin,Automaticka,185,5
Volvo,Xc90,2.0,71495,1000000,Nafta,Automaticka,173,4
Jeep,Wrangler,2.1,98000,1000000,Nafta,Automaticka,147,4
Volkswagen,Touareg,3.0,69000,1000000,Nafta,Automaticka,170,4
Jeep,Gladiator,0.0,58000,1000000,Benzin,Automaticka,210,6
Volkswagen,Arteon Shooting Brake,2.0,28000,1000000,Benzin,Automaticka,235,4
Volkswagen,Tiguan Allspace,2.0,18319,1000000,Nafta,Automaticka,147,2
BMW,X1,2.0,77926,1000000,Nafta,Automaticka,155,2
Ford,Kuga,2.5,1,1000000,Benzin,Automaticka,134,0
Ford,Kuga,2.5,0,1000000,Benzin,Automaticka,134,1
Toyota,C Hr,2.0,10,1002400,Hybridni,Automaticka,146,0
Hyundai,Tucson,1.6,5,1002890,Benzin,Automaticka,118,1
BMW,X4,2.0,84300,1004300,Nafta,Automaticka,140,4
Audi,A4 Allroad,2.0,40658,1004300,Nafta,Automaticka,150,3
Toyota,Rav4,2.5,6,1007756,Hybridni,Automaticka,131,1
Volvo,Xc40,2.0,0,1009000,Benzin,Automaticka,145,0
Honda,Cr V,2.0,10,1009000,Hybridni,Automaticka,109,0
Toyota,Proace Verso,2.0,10000,1010000,Nafta,Automaticka,130,1
Ford,Ranger,2.0,0,1011780,Nafta,Manualni,125,2
Volkswagen,Golf Variant,2.0,0,1011800,Nafta,Automaticka,110,1
Volvo,Xc60,2.0,80000,1012770,Hybridni,Automaticka,223,4
Hyundai,Tucson,1.6,5,1012791,Benzin,Automaticka,158,0
Hyundai,Tucson,1.6,0,1012890,Benzin,Automaticka,158,0
Hyundai,Tucson,1.6,0,1012890,Hybridni,Automaticka,158,0
Hyundai,Tucson,1.6,0,1012890,Benzin,Automaticka,118,0
Ford,Kuga,2.5,1,1013000,Hybridni,Automaticka,134,0
Volvo,Xc40,2.0,0,1013692,Benzin,Automaticka,145,0
Toyota,Rav4,2.5,6,1014358,Hybridni,Automaticka,131,1
Hyundai,Tucson,1.6,0,1014890,Hybridni,Automaticka,185,0
Toyota,Corolla Cross,2.0,5,1014900,Benzin,Automaticka,146,1
Toyota,Gr Yaris,1.6,15,1015000,Benzin,Manualni,192,1
Ford,Kuga,2.5,0,1015300,Benzin,Automaticka,134,0
Hyundai,Tucson,1.6,10,1015990,Benzin,Automaticka,118,0
Toyota,Yaris,1.6,0,1016000,Benzin,Manualni,194,1
Toyota,Gr Yaris,1.6,5,1016000,Benzin,Manualni,192,1
Audi,A6,2.0,34845,1016400,Hybridni,Automaticka,220,3
Toyota,C Hr,2.0,17,1017400,Hybridni,Automaticka,145,1
Hyundai,Tucson,1.6,0,1017890,Hybridni,Automaticka,185,0
Hyundai,Tucson,1.6,0,1017890,Benzin,Automaticka,118,0
Toyota,C Hr,2.0,0,1017900,Benzin,Automaticka,112,1
Toyota,Prius,2.0,0,1018000,Hybridni,Automaticka,164,1
Volkswagen,Tiguan,1.5,1,1019000,Benzin,Automaticka,110,0
BMW,Rada 3,3.0,113275,1019000,Benzin,Automaticka,275,5
Audi,A6,2.0,33130,1019000,Nafta,Automaticka,150,3
Toyota,Camry,2.5,5,1019000,Hybridni,Automaticka,169,0
Toyota,Proace Verso,2.0,25000,1019000,Nafta,Manualni,106,1
Volkswagen,Passat,1.5,9550,1019000,Benzin,Automaticka,110,1
Skoda,Superb,2.0,27718,1019000,Nafta,Automaticka,147,3
Volkswagen,Caddy,2.0,2131,1019000,Nafta,Automaticka,90,1
Volvo,Xc40,2.0,0,1019000,Benzin,Automaticka,145,0
Audi,A5,2.0,40660,1019000,Benzin,Automaticka,195,5
Audi,Q3,2.0,16680,1019000,Nafta,Automaticka,147,2
Toyota,Rav4,2.5,24927,1019900,Hybridni,Automaticka,163,2
Skoda,Kodiaq,2.0,19801,1019900,Nafta,Automaticka,110,1
Kia,Sportage,1.6,0,1019900,Benzin,Automaticka,118,0
Toyota,C Hr,2.0,9,1019901,Hybridni,Automaticka,112,1
Ford,Tourneo Custom,2.0,30200,1020000,Nafta,Manualni,110,2
Volkswagen,Arteon Shooting Brake,2.0,23532,1020000,Benzin,Automaticka,235,3
Ford,Kuga,2.5,10,1020000,Hybridni,Automaticka,134,0
Skoda,Kodiaq,2.0,17328,1020000,Nafta,Automaticka,110,2
Ford,Tourneo Custom,2.0,17633,1020000,Nafta,Manualni,110,2
Volvo,Xc60,2.0,42700,1020000,Nafta,Automaticka,145,3
Volvo,Xc40,2.0,0,1020148,Benzin,Automaticka,145,0
Audi,Q7,2.0,124698,1021000,Nafta,Automaticka,210,7
Skoda,Superb,2.0,18541,1021900,Nafta,Automaticka,147,1
Ford,Kuga,2.5,0,1022000,Hybridni,Automaticka,134,1
Volvo,Xc90,2.0,88500,1022450,Nafta,Automaticka,173,6
Ford,Kuga,2.5,0,1022676,Hybridni,Automaticka,178,1
Honda,Cr V,2.0,11,1022700,Hybridni,Automaticka,135,0
Honda,Cr V,2.0,10,1022700,Hybridni,Automaticka,135,0
Hyundai,Tucson,1.6,5,1022890,Benzin,Automaticka,118,1
Hyundai,Tucson,1.6,0,1022890,Hybridni,Automaticka,185,0
Toyota,Gr Yaris,1.6,18,1023000,Benzin,Manualni,192,1
Volkswagen,Tiguan,1.5,0,1023500,Benzin,Automaticka,96,0
Honda,Cr V,2.0,11,1024800,Hybridni,Automaticka,135,0
Ford,Focus,2.3,14100,1024870,Benzin,Automaticka,206,1
Volkswagen,Passat,2.0,1,1024880,Nafta,Automaticka,110,0
Kia,Sportage,1.6,1,1024980,Benzin,Automaticka,118,1
Toyota,Highlander,2.5,98134,1025900,Hybridni,Automaticka,182,4
Ford,Kuga,2.5,1,1025900,Benzin,Automaticka,134,0
Skoda,Superb,2.0,18530,1026000,Nafta,Automaticka,110,1
Toyota,Rav4,2.5,14961,1026005,Hybridni,Automaticka,160,1
Toyota,Rav4,2.5,10,1026005,Hybridni,Automaticka,160,1
Ford,Kuga,1.0,0,1026700,Benzin,Automaticka,140,2
Hyundai,Staria,2.2,52500,1027290,Nafta,Automaticka,130,3
BMW,Rada 7,4.4,105105,1027290,Benzin,Automaticka,330,7
Hyundai,Staria,2.2,52374,1027290,Nafta,Automaticka,130,3
Toyota,C Hr,2.0,6,1027400,Benzin,Automaticka,145,1
Toyota,C Hr,2.0,0,1027400,Benzin,Automaticka,145,2
Toyota,C Hr,2.0,10,1027400,Hybridni,Automaticka,146,2
Toyota,C Hr,2.0,5,1027400,Hybridni,Automaticka,145,1
Honda,Cr V,2.0,11,1027700,Hybridni,Automaticka,135,0
Hyundai,Tucson,1.6,0,1027890,Benzin,Automaticka,118,1
Volkswagen,Tiguan,2.0,47670,1028000,Benzin,Automaticka,235,3
Porsche,Cayenne,0.0,167000,1028500,Nafta,Automaticka,283,8
Volvo,Xc90,2.0,119811,1028500,Nafta,Automaticka,173,5
BMW,X3,3.0,95500,1028500,Benzin,Automaticka,265,6
Kia,Carnival,2.2,90050,1028500,Nafta,Automaticka,145,3
Ford,Tourneo Custom,2.0,31990,1028500,Nafta,Automaticka,110,2
Audi,A6 Avant,2.0,52706,1028500,Benzin,Automaticka,220,3
Skoda,Superb,2.0,9418,1028999,Nafta,Automaticka,110,1
Volkswagen,Transporter,2.0,510,1028999,Nafta,Manualni,110,1
Toyota,C Hr,2.0,3954,1029000,Hybridni,Automaticka,162,1
Volvo,Xc40,2.0,3000,1029000,Benzin,Automaticka,120,1
Volvo,V90,2.0,91700,1029000,Nafta,Automaticka,145,3
Volkswagen,Tiguan Allspace,2.0,59835,1029000,Nafta,Automaticka,147,3
Skoda,Kodiaq,2.0,43400,1029000,Nafta,Automaticka,147,3
BMW,Rada 5,4.4,172435,1029000,Benzin,Automaticka,390,3
Volkswagen,Passat,1.5,24670,1029000,Benzin,Automaticka,110,1
Volvo,V60,2.0,17011,1029000,Benzin,Automaticka,194,1
BMW,X5,4.4,86800,1029000,Benzin,Automaticka,423,7
Volkswagen,Passat Variant,2.0,24328,1029000,Nafta,Automaticka,110,1
Volkswagen,Tiguan Allspace,2.0,62037,1029000,Nafta,Automaticka,147,3
Audi,A4 Avant,2.0,20000,1029000,Benzin,Automaticka,125,2
Volvo,V60,2.0,16200,1029000,Benzin,Automaticka,194,1
Honda,Cr V,2.0,8,1029800,Benzin,Automaticka,135,0
Honda,Cr V,2.0,10,1029800,Hybridni,Automaticka,135,0
Audi,A6 Avant,3.0,87000,1029900,Nafta,Automaticka,210,4
Skoda,Kodiaq,2.0,33445,1029900,Nafta,Automaticka,147,1
Volkswagen,Arteon Shooting Brake,2.0,26430,1029900,Nafta,Automaticka,147,2
Honda,Cr V,2.0,5,1029900,Hybridni,Automaticka,135,1
Toyota,Camry,2.5,5000,1029900,Hybridni,Automaticka,169,1
Honda,Cr V,2.0,10,1029900,Hybridni,Automaticka,135,1
Honda,Cr V,2.0,10,1029900,Hybridni,Automaticka,135,0
Volkswagen,Multivan,2.0,122446,1029900,Nafta,Automaticka,150,8
Ford,Kuga,2.5,12,1029900,Hybridni,Automaticka,134,0
Toyota,C Hr,2.0,11,1029900,Hybridni,Automaticka,112,1
Hyundai,Staria,2.2,52777,1029900,Nafta,Automaticka,130,3
Audi,Q5,2.0,59571,1029900,Nafta,Automaticka,148,3
Ford,Tourneo Custom,2.0,13419,1029990,Nafta,Manualni,110,2
Ford,Tourneo Custom,2.0,26117,1029990,Nafta,Automaticka,125,3
Ford,Kuga,2.5,1,1030000,Hybridni,Automaticka,134,0
Subaru,Brz,2.4,12,1030000,Benzin,Manualni,172,1
Ford,Kuga,2.5,0,1030000,Hybridni,Automaticka,134,1
Ford,Kuga,2.5,0,1032600,Benzin,Automaticka,134,0
Volvo,V60,2.0,0,1033736,Benzin,Automaticka,145,1
Skoda,Octavia,2.0,10642,1034000,Benzin,Automaticka,195,1
Honda,Cr V,2.0,7,1034900,Hybridni,Automaticka,135,1
Honda,Cr V,2.0,15,1034900,Hybridni,Automaticka,135,0
Volvo,Xc40,2.0,0,1034968,Benzin,Automaticka,145,0
Skoda,Octavia,2.0,2882,1035000,Benzin,Automaticka,195,1
Toyota,Prius,2.0,500,1035000,Hybridni,Automaticka,111,2
Volvo,Xc90,2.0,97800,1035000,Nafta,Automaticka,173,3
Volkswagen,Arteon Shooting Brake,2.0,33908,1035000,Benzin,Automaticka,235,4
Ford,Kuga,1.0,0,1035700,Benzin,Automaticka,140,2
Skoda,Superb,2.0,17240,1036000,Benzin,Automaticka,206,2
Ford,Kuga,1.0,0,1036200,Benzin,Automaticka,140,2
Skoda,Superb,2.0,10895,1037000,Benzin,Automaticka,206,2
Audi,A6 Allroad,2.0,55643,1037000,Nafta,Automaticka,150,4
Honda,Cr V,2.0,10,1037000,Hybridni,Automaticka,134,0
Skoda,Superb,2.0,10968,1037900,Benzin,Automaticka,206,1
Honda,Cr V,2.0,5,1038800,Hybridni,Automaticka,135,0
Honda,Cr V,2.0,5,1038800,Hybridni,Automaticka,135,1
Volvo,Xc40,2.0,3000,1039000,Benzin,Automaticka,120,0
Volvo,S60,2.0,21058,1039000,Hybridni,Automaticka,335,1
Volvo,Xc60,2.0,31000,1039000,Nafta,Automaticka,120,6
Audi,A4,2.0,32510,1039000,Nafta,Automaticka,150,3
Audi,A3,1.5,0,1039000,Benzin,Automaticka,110,0
Toyota,C Hr,2.0,6000,1039000,Hybridni,Automaticka,164,0
Volkswagen,Tiguan Allspace,2.0,15523,1039000,Benzin,Automaticka,140,2
Volkswagen,Multivan,2.0,99989,1039000,Nafta,Automaticka,150,7
Volkswagen,Arteon Shooting Brake,2.0,10450,1039000,Nafta,Automaticka,147,1
Toyota,Proace Verso,2.0,35111,1039000,Nafta,Automaticka,130,2
Skoda,Kodiaq,2.0,21699,1039000,Nafta,Automaticka,147,2
Skoda,Superb,2.0,28918,1039000,Nafta,Automaticka,147,1
BMW,Rada 5,3.0,149759,1039390,Benzin,Automaticka,245,5
BMW,M4,3.0,60000,1039390,Benzin,Automaticka,317,11
Volkswagen,Caravelle,2.0,123000,1039390,Nafta,Automaticka,110,4
Audi,Tts,2.0,16602,1039899,Benzin,Automaticka,235,4
Honda,Cr V,2.0,15,1039900,Hybridni,Automaticka,135,0
Toyota,Rav4,2.5,5,1039900,Hybridni,Manualni,160,1
Toyota,Rav4,2.5,5,1039900,Hybridni,Automaticka,160,1
Toyota,Rav4,2.5,19723,1039900,Hybridni,Automaticka,163,1
Toyota,Rav4,2.5,1,1039900,Hybridni,Automaticka,131,0
Toyota,Rav4,2.5,23344,1039900,Hybridni,Automaticka,163,2
Kia,Sorento,2.2,22384,1039900,Nafta,Automaticka,148,3
Honda,Cr V,2.0,10,1039900,Hybridni,Automaticka,135,1
Skoda,Kodiaq,2.0,49753,1039900,Nafta,Automaticka,147,2
Skoda,Kodiaq,2.0,22475,1039999,Nafta,Automaticka,110,1
Toyota,Land Cruiser,2.8,133694,1039999,Nafta,Automaticka,130,5
Skoda,Superb,2.0,15485,1040000,Benzin,Automaticka,206,2
Audi,Q5,2.0,69298,1040000,Nafta,Automaticka,150,3
Volkswagen,Arteon Shooting Brake,2.0,28535,1040000,Benzin,Automaticka,235,3
Volkswagen,Tiguan,1.5,0,1040200,Benzin,Automaticka,96,0
Audi,Q5,2.0,62457,1040600,Hybridni,Automaticka,195,3
Subaru,Brz,2.4,12,1042000,Benzin,Manualni,172,1
Honda,Cr V,2.0,11,1042700,Hybridni,Automaticka,135,0
Honda,Cr V,2.0,0,1045000,Hybridni,Automaticka,135,0
Honda,Cr V,2.0,10,1045000,Benzin,Automaticka,135,1
Honda,Cr V,2.0,0,1045000,Hybridni,Automaticka,135,1
Volvo,Xc90,2.0,117000,1046650,Nafta,Automaticka,173,6
Honda,Cr V,2.0,10,1046700,Hybridni,Automaticka,135,0
Volkswagen,Tiguan,1.5,0,1046800,Benzin,Automaticka,110,0
Volkswagen,Tiguan,2.0,7158,1047000,Nafta,Automaticka,147,2
Honda,Cr V,2.0,8,1047700,Benzin,Automaticka,135,0
Porsche,Macan,2.0,136620,1048000,Benzin,Automaticka,180,6
Volkswagen,Tiguan,2.0,48025,1048900,Nafta,Automaticka,147,3
Honda,Cr V,2.0,8,1048900,Hybridni,Automaticka,135,1
Skoda,Superb,2.0,6003,1048999,Nafta,Automaticka,110,1
Skoda,Superb,2.0,2315,1048999,Nafta,Automaticka,110,1
Skoda,Superb,2.0,4185,1048999,Nafta,Automaticka,110,1
Skoda,Superb,2.0,2370,1048999,Nafta,Automaticka,110,1
Skoda,Superb,2.0,6689,1048999,Nafta,Automaticka,110,1
Skoda,Superb,2.0,2288,1048999,Nafta,Automaticka,110,1
Audi,A6,2.0,109100,1049000,Hybridni,Automaticka,270,4
BMW,Rada 6,3.0,118300,1049000,Nafta,Automaticka,210,5
Audi,Q3,2.0,32920,1049000,Nafta,Automaticka,110,2
Audi,A6,2.0,41482,1049000,Hybridni,Automaticka,270,5
Audi,A6 Allroad,2.0,35203,1049000,Nafta,Automaticka,150,4
